id_respon,timestamp,layanan,komentar_teks,id_pengisian,urut_komentar,label_manual,teks_casefold,tokens,tokens_nostop,tokens_stem,teks_bersih,prediksi,prob_max
009-03,08/01/2026 22:44:23,WiFi Kampus,"Sering nya menjumpai wifi kampus yang menggunakan kata sandi seperti di beberapa aula dan gedung fakultas. Sedangkan tidak semua mahasiswa memiliki paket data oleh karena itu mungkin ke depannya bisa di permudah lagi dalam mengakses wifi di area tertentu. Tetapi saya sangat suka dengan fasilitas wifi yg di sediakan oleh pihak kampus karena sangat membantu di keadaan genting, apalagi jaringannya lancar jaya. Terimakasih umsu🫰",9,3,,sering nya menjumpai wifi kampus yang menggunakan kata sandi seperti di beberapa aula dan gedung fakultas sedangkan tidak semua mahasiswa memiliki paket data oleh karena itu mungkin ke depannya bisa di permudah lagi dalam mengakses wifi di area tertentu tetapi saya sangat suka dengan fasilitas wifi yg di sediakan oleh pihak kampus karena sangat membantu di keadaan genting apalagi jaringannya lancar jaya terimakasih umsu,"['sering', 'nya', 'menjumpai', 'wifi', 'kampus', 'yang', 'menggunakan', 'kata', 'sandi', 'seperti', 'di', 'beberapa', 'aula', 'dan', 'gedung', 'fakultas', 'sedangkan', 'tidak', 'semua', 'mahasiswa', 'memiliki', 'paket', 'data', 'oleh', 'karena', 'itu', 'mungkin', 'ke', 'depannya', 'bisa', 'di', 'permudah', 'lagi', 'dalam', 'mengakses', 'wifi', 'di', 'area', 'tertentu', 'tetapi', 'saya', 'sangat', 'suka', 'dengan', 'fasilitas', 'wifi', 'yg', 'di', 'sediakan', 'oleh', 'pihak', 'kampus', 'karena', 'sangat', 'membantu', 'di', 'keadaan', 'genting', 'apalagi', 'jaringannya', 'lancar', 'jaya', 'terimakasih', 'umsu']","['sering', 'menjumpai', 'wifi', 'kampus', 'menggunakan', 'kata', 'sandi', 'aula', 'gedung', 'fakultas', 'tidak', 'semua', 'mahasiswa', 'memiliki', 'paket', 'data', 'mungkin', 'depannya', 'permudah', 'mengakses', 'wifi', 'area', 'tertentu', 'suka', 'fasilitas', 'wifi', 'yg', 'sediakan', 'pihak', 'kampus', 'membantu', 'keadaan', 'genting', 'apalagi', 'jaringannya', 'lancar', 'jaya', 'terimakasih', 'umsu']","['sering', 'menjumpai', 'wifi', 'kampus', 'menggunakan', 'kata', 'sandi', 'aula', 'gedung', 'fakultas', 'tidak', 'semua', 'mahasiswa', 'memiliki', 'paket', 'data', 'mungkin', 'depannya', 'permudah', 'mengakses', 'wifi', 'area', 'tertentu', 'suka', 'fasilitas', 'wifi', 'yg', 'sediakan', 'pihak', 'kampus', 'membantu', 'keadaan', 'genting', 'apalagi', 'jaringannya', 'lancar', 'jaya', 'terimakasih', 'umsu']",sering menjumpai wifi kampus menggunakan kata sandi aula gedung fakultas tidak semua mahasiswa memiliki paket data mungkin depannya permudah mengakses wifi area tertentu suka fasilitas wifi yg sediakan pihak kampus membantu keadaan genting apalagi jaringannya lancar jaya terimakasih umsu,nan,0.9958296043710163
009-04,08/01/2026 22:44:23,Helpdesk/Technical Support,Kemarin lupa kata sandi portal umsu jd saya lgsg menggunakan helpdesk dan responnya sangat cepat dan mudah di pahami,9,4,,kemarin lupa kata sandi portal umsu jd saya lgsg menggunakan helpdesk dan responnya sangat cepat dan mudah di pahami,"['kemarin', 'lupa', 'kata', 'sandi', 'portal', 'umsu', 'jd', 'saya', 'lgsg', 'menggunakan', 'helpdesk', 'dan', 'responnya', 'sangat', 'cepat', 'dan', 'mudah', 'di', 'pahami']","['kemarin', 'lupa', 'kata', 'sandi', 'portal', 'umsu', 'jd', 'lgsg', 'menggunakan', 'helpdesk', 'responnya', 'cepat', 'mudah', 'pahami']","['kemarin', 'lupa', 'kata', 'sandi', 'portal', 'umsu', 'jd', 'lgsg', 'menggunakan', 'helpdesk', 'responnya', 'cepat', 'mudah', 'pahami']",kemarin lupa kata sandi portal umsu jd lgsg menggunakan helpdesk responnya cepat mudah pahami,nan,0.9939139842488306
009-05,08/01/2026 22:44:23,Saran Peningkatan,Tidak ada,9,5,,tidak ada,"['tidak', 'ada']","['tidak', 'ada']","['tidak', 'ada']",tidak ada,nan,0.99932235490289
010-01,08/01/2026 22:45:44,Portal Akademik (WEB),portal mudah di gunakan,10,1,,portal mudah di gunakan,"['portal', 'mudah', 'di', 'gunakan']","['portal', 'mudah', 'gunakan']","['portal', 'mudah', 'gunakan']",portal mudah gunakan,nan,0.9975726343675184
010-02,08/01/2026 22:45:44,MyClass UMSU,MyClass UMSU sangat mudah digunakan,10,2,,myclass umsu sangat mudah digunakan,"['myclass', 'umsu', 'sangat', 'mudah', 'digunakan']","['myclass', 'umsu', 'mudah', 'digunakan']","['myclass', 'umsu', 'mudah', 'digunakan']",myclass umsu mudah digunakan,nan,0.998891412638764
010-03,08/01/2026 22:45:44,WiFi Kampus,WIFI kampus kadang lemot,10,3,,wifi kampus kadang lemot,"['wifi', 'kampus', 'kadang', 'lemot']","['wifi', 'kampus', 'kadang', 'lemot']","['wifi', 'kampus', 'kadang', 'lemot']",wifi kampus kadang lemot,nan,0.9983548497810717
011-01,08/01/2026 22:47:34,Portal Akademik (WEB),"Pengalaman saya menggunakan Portal Akademik (WEB) cukup baik karena memudahkan akses KRS, KHS, dan jadwal kuliah. Namun, portal sering lambat saat banyak pengguna, sehingga kurang nyaman digunakan.",11,1,,pengalaman saya menggunakan portal akademik web cukup baik karena memudahkan akses krs khs dan jadwal kuliah namun portal sering lambat saat banyak pengguna sehingga kurang nyaman digunakan,"['pengalaman', 'saya', 'menggunakan', 'portal', 'akademik', 'web', 'cukup', 'baik', 'karena', 'memudahkan', 'akses', 'krs', 'khs', 'dan', 'jadwal', 'kuliah', 'namun', 'portal', 'sering', 'lambat', 'saat', 'banyak', 'pengguna', 'sehingga', 'kurang', 'nyaman', 'digunakan']","['pengalaman', 'menggunakan', 'portal', 'akademik', 'web', 'cukup', 'baik', 'memudahkan', 'akses', 'krs', 'khs', 'jadwal', 'kuliah', 'portal', 'sering', 'lambat', 'saat', 'pengguna', 'sehingga', 'kurang', 'nyaman', 'digunakan']","['pengalaman', 'menggunakan', 'portal', 'akademik', 'web', 'cukup', 'baik', 'memudahkan', 'akses', 'krs', 'khs', 'jadwal', 'kuliah', 'portal', 'sering', 'lambat', 'saat', 'pengguna', 'sehingga', 'kurang', 'nyaman', 'digunakan']",pengalaman menggunakan portal akademik web cukup baik memudahkan akses krs khs jadwal kuliah portal sering lambat saat pengguna sehingga kurang nyaman digunakan,nan,0.9995624539533402
011-02,08/01/2026 22:47:34,MyClass UMSU,"Pengalaman saya menggunakan MyClass UMSU cukup baik, karena memudahkan akses materi perkuliahan, tugas, dan informasi dari dosen secara online. Namun, terkadang sistem lambat atau error, terutama saat banyak pengguna mengakses secara bersamaan, sehingga menghambat proses belajar.",11,2,,pengalaman saya menggunakan myclass umsu cukup baik karena memudahkan akses materi perkuliahan tugas dan informasi dari dosen secara online namun terkadang sistem lambat atau error terutama saat banyak pengguna mengakses secara bersamaan sehingga menghambat proses belajar,"['pengalaman', 'saya', 'menggunakan', 'myclass', 'umsu', 'cukup', 'baik', 'karena', 'memudahkan', 'akses', 'materi', 'perkuliahan', 'tugas', 'dan', 'informasi', 'dari', 'dosen', 'secara', 'online', 'namun', 'terkadang', 'sistem', 'lambat', 'atau', 'error', 'terutama', 'saat', 'banyak', 'pengguna', 'mengakses', 'secara', 'bersamaan', 'sehingga', 'menghambat', 'proses', 'belajar']","['pengalaman', 'menggunakan', 'myclass', 'umsu', 'cukup', 'baik', 'memudahkan', 'akses', 'materi', 'perkuliahan', 'tugas', 'informasi', 'dosen', 'secara', 'online', 'terkadang', 'sistem', 'lambat', 'error', 'terutama', 'saat', 'pengguna', 'mengakses', 'secara', 'bersamaan', 'sehingga', 'menghambat', 'proses', 'belajar']","['pengalaman', 'menggunakan', 'myclass', 'umsu', 'cukup', 'baik', 'memudahkan', 'akses', 'materi', 'perkuliahan', 'tugas', 'informasi', 'dosen', 'secara', 'online', 'terkadang', 'sistem', 'lambat', 'error', 'terutama', 'saat', 'pengguna', 'mengakses', 'secara', 'bersamaan', 'sehingga', 'menghambat', 'proses', 'belajar']",pengalaman menggunakan myclass umsu cukup baik memudahkan akses materi perkuliahan tugas informasi dosen secara online terkadang sistem lambat error terutama saat pengguna mengakses secara bersamaan sehingga menghambat proses belajar,nan,0.9990843758225605
011-03,08/01/2026 22:47:34,WiFi Kampus,"Pengalaman saya menggunakan WiFi kampus UMSU cukup baik, karena memudahkan akses internet untuk mendukung kegiatan perkuliahan seperti mencari referensi, mengerjakan tugas, dan mengakses sistem akademik. Namun, terkadang koneksi lambat atau tidak stabil, terutama saat banyak pengguna, sehingga menghambat aktivitas belajar.",11,3,,pengalaman saya menggunakan wifi kampus umsu cukup baik karena memudahkan akses internet untuk mendukung kegiatan perkuliahan seperti mencari referensi mengerjakan tugas dan mengakses sistem akademik namun terkadang koneksi lambat atau tidak stabil terutama saat banyak pengguna sehingga menghambat aktivitas belajar,"['pengalaman', 'saya', 'menggunakan', 'wifi', 'kampus', 'umsu', 'cukup', 'baik', 'karena', 'memudahkan', 'akses', 'internet', 'untuk', 'mendukung', 'kegiatan', 'perkuliahan', 'seperti', 'mencari', 'referensi', 'mengerjakan', 'tugas', 'dan', 'mengakses', 'sistem', 'akademik', 'namun', 'terkadang', 'koneksi', 'lambat', 'atau', 'tidak', 'stabil', 'terutama', 'saat', 'banyak', 'pengguna', 'sehingga', 'menghambat', 'aktivitas', 'belajar']","['pengalaman', 'menggunakan', 'wifi', 'kampus', 'umsu', 'cukup', 'baik', 'memudahkan', 'akses', 'internet', 'mendukung', 'kegiatan', 'perkuliahan', 'mencari', 'referensi', 'mengerjakan', 'tugas', 'mengakses', 'sistem', 'akademik', 'terkadang', 'koneksi', 'lambat', 'tidak', 'stabil', 'terutama', 'saat', 'pengguna', 'sehingga', 'menghambat', 'aktivitas', 'belajar']","['pengalaman', 'menggunakan', 'wifi', 'kampus', 'umsu', 'cukup', 'baik', 'memudahkan', 'akses', 'internet', 'mendukung', 'kegiatan', 'perkuliahan', 'mencari', 'referensi', 'mengerjakan', 'tugas', 'mengakses', 'sistem', 'akademik', 'terkadang', 'koneksi', 'lambat', 'tidak', 'stabil', 'terutama', 'saat', 'pengguna', 'sehingga', 'menghambat', 'aktivitas', 'belajar']",pengalaman menggunakan wifi kampus umsu cukup baik memudahkan akses internet mendukung kegiatan perkuliahan mencari referensi mengerjakan tugas mengakses sistem akademik terkadang koneksi lambat tidak stabil terutama saat pengguna sehingga menghambat aktivitas belajar,nan,0.9982410145485932
011-04,08/01/2026 22:47:34,Helpdesk/Technical Support,"Pengalaman saya menggunakan helpdesk/technical support IT UMSU cukup baik, karena petugas responsif dan membantu dalam menangani kendala teknis seperti masalah akun atau sistem. Namun, terkadang respon memerlukan waktu cukup lama saat permintaan sedang banyak, sehingga penyelesaian masalah menjadi tertunda.",11,4,,pengalaman saya menggunakan helpdesk technical support it umsu cukup baik karena petugas responsif dan membantu dalam menangani kendala teknis seperti masalah akun atau sistem namun terkadang respon memerlukan waktu cukup lama saat permintaan sedang banyak sehingga penyelesaian masalah menjadi tertunda,"['pengalaman', 'saya', 'menggunakan', 'helpdesk', 'technical', 'support', 'it', 'umsu', 'cukup', 'baik', 'karena', 'petugas', 'responsif', 'dan', 'membantu', 'dalam', 'menangani', 'kendala', 'teknis', 'seperti', 'masalah', 'akun', 'atau', 'sistem', 'namun', 'terkadang', 'respon', 'memerlukan', 'waktu', 'cukup', 'lama', 'saat', 'permintaan', 'sedang', 'banyak', 'sehingga', 'penyelesaian', 'masalah', 'menjadi', 'tertunda']","['pengalaman', 'menggunakan', 'helpdesk', 'technical', 'support', 'it', 'umsu', 'cukup', 'baik', 'petugas', 'responsif', 'membantu', 'menangani', 'kendala', 'teknis', 'masalah', 'akun', 'sistem', 'terkadang', 'respon', 'memerlukan', 'waktu', 'cukup', 'lama', 'saat', 'permintaan', 'sedang', 'sehingga', 'penyelesaian', 'masalah', 'tertunda']","['pengalaman', 'menggunakan', 'helpdesk', 'technical', 'support', 'it', 'umsu', 'cukup', 'baik', 'petugas', 'responsif', 'membantu', 'menangani', 'kendala', 'teknis', 'masalah', 'akun', 'sistem', 'terkadang', 'respon', 'memerlukan', 'waktu', 'cukup', 'lama', 'saat', 'permintaan', 'sedang', 'sehingga', 'penyelesaian', 'masalah', 'tertunda']",pengalaman menggunakan helpdesk technical support it umsu cukup baik petugas responsif membantu menangani kendala teknis masalah akun sistem terkadang respon memerlukan waktu cukup lama saat permintaan sedang sehingga penyelesaian masalah tertunda,nan,0.9980445573934461
011-05,08/01/2026 22:47:34,Saran Peningkatan,"UMSU diharapkan dapat meningkatkan kestabilan sistem, kecepatan WiFi, serta respons helpdesk IT, agar layanan SI & TI lebih optimal dan nyaman digunakan.",11,5,,umsu diharapkan dapat meningkatkan kestabilan sistem kecepatan wifi serta respons helpdesk it agar layanan si ti lebih optimal dan nyaman digunakan,"['umsu', 'diharapkan', 'dapat', 'meningkatkan', 'kestabilan', 'sistem', 'kecepatan', 'wifi', 'serta', 'respons', 'helpdesk', 'it', 'agar', 'layanan', 'si', 'ti', 'lebih', 'optimal', 'dan', 'nyaman', 'digunakan']","['umsu', 'diharapkan', 'meningkatkan', 'kestabilan', 'sistem', 'kecepatan', 'wifi', 'respons', 'helpdesk', 'it', 'layanan', 'si', 'ti', 'optimal', 'nyaman', 'digunakan']","['umsu', 'diharapkan', 'meningkatkan', 'kestabilan', 'sistem', 'kecepatan', 'wifi', 'respons', 'helpdesk', 'it', 'layanan', 'si', 'ti', 'optimal', 'nyaman', 'digunakan']",umsu diharapkan meningkatkan kestabilan sistem kecepatan wifi respons helpdesk it layanan si ti optimal nyaman digunakan,nan,0.9923780708650247
012-01,08/01/2026 22:49:57,Portal Akademik (WEB),"Pengalaman saya menggunakan Portal Akademik (WEB) adalah buruk. Alasannya adalah
 Portal Akademik memiliki desain yang tidak intuitif dan sulit dinavigasi. Saya harus mencari-cari informasi dan fitur yang saya butuhkan.

Namun, ada beberapa hal yang baik tentang Portal Akademik, seperti Akses informasi yang mudah  Portal Akademik menyediakan akses informasi yang mudah tentang nilai, jadwal kuliah, dan informasi lainnya.",12,1,,pengalaman saya menggunakan portal akademik web adalah buruk alasannya adalah portal akademik memiliki desain yang tidak intuitif dan sulit dinavigasi saya harus mencari cari informasi dan fitur yang saya butuhkan namun ada beberapa hal yang baik tentang portal akademik seperti akses informasi yang mudah portal akademik menyediakan akses informasi yang mudah tentang nilai jadwal kuliah dan informasi lainnya,"['pengalaman', 'saya', 'menggunakan', 'portal', 'akademik', 'web', 'adalah', 'buruk', 'alasannya', 'adalah', 'portal', 'akademik', 'memiliki', 'desain', 'yang', 'tidak', 'intuitif', 'dan', 'sulit', 'dinavigasi', 'saya', 'harus', 'mencari', 'cari', 'informasi', 'dan', 'fitur', 'yang', 'saya', 'butuhkan', 'namun', 'ada', 'beberapa', 'hal', 'yang', 'baik', 'tentang', 'portal', 'akademik', 'seperti', 'akses', 'informasi', 'yang', 'mudah', 'portal', 'akademik', 'menyediakan', 'akses', 'informasi', 'yang', 'mudah', 'tentang', 'nilai', 'jadwal', 'kuliah', 'dan', 'informasi', 'lainnya']","['pengalaman', 'menggunakan', 'portal', 'akademik', 'web', 'buruk', 'alasannya', 'portal', 'akademik', 'memiliki', 'desain', 'tidak', 'intuitif', 'sulit', 'dinavigasi', 'mencari', 'cari', 'informasi', 'fitur', 'butuhkan', 'ada', 'hal', 'baik', 'portal', 'akademik', 'akses', 'informasi', 'mudah', 'portal', 'akademik', 'menyediakan', 'akses', 'informasi', 'mudah', 'nilai', 'jadwal', 'kuliah', 'informasi', 'lainnya']","['pengalaman', 'menggunakan', 'portal', 'akademik', 'web', 'buruk', 'alasannya', 'portal', 'akademik', 'memiliki', 'desain', 'tidak', 'intuitif', 'sulit', 'dinavigasi', 'mencari', 'cari', 'informasi', 'fitur', 'butuhkan', 'ada', 'hal', 'baik', 'portal', 'akademik', 'akses', 'informasi', 'mudah', 'portal', 'akademik', 'menyediakan', 'akses', 'informasi', 'mudah', 'nilai', 'jadwal', 'kuliah', 'informasi', 'lainnya']",pengalaman menggunakan portal akademik web buruk alasannya portal akademik memiliki desain tidak intuitif sulit dinavigasi mencari cari informasi fitur butuhkan ada hal baik portal akademik akses informasi mudah portal akademik menyediakan akses informasi mudah nilai jadwal kuliah informasi lainnya,nan,0.9969358321542967
012-02,08/01/2026 22:49:57,MyClass UMSU,"Pengalaman saya menggunakan Portal Akademik (WEB) adalah buruk. Alasannya adalah:
Desain yang tidak user-friendly Portal Akademik memiliki desain yang tidak intuitif dan sulit dinavigasi. Saya harus mencari-cari informasi dan fitur yang saya butuhkan.


Namun, ada  hal yang baik tentang Portal Akademik, seperti:
Akses informasi yang mudah  Portal Akademik menyediakan akses informasi yang mudah tentang nilai, jadwal kuliah, dan informasi lainnya.",12,2,,pengalaman saya menggunakan portal akademik web adalah buruk alasannya adalah desain yang tidak user friendly portal akademik memiliki desain yang tidak intuitif dan sulit dinavigasi saya harus mencari cari informasi dan fitur yang saya butuhkan namun ada hal yang baik tentang portal akademik seperti akses informasi yang mudah portal akademik menyediakan akses informasi yang mudah tentang nilai jadwal kuliah dan informasi lainnya,"['pengalaman', 'saya', 'menggunakan', 'portal', 'akademik', 'web', 'adalah', 'buruk', 'alasannya', 'adalah', 'desain', 'yang', 'tidak', 'user', 'friendly', 'portal', 'akademik', 'memiliki', 'desain', 'yang', 'tidak', 'intuitif', 'dan', 'sulit', 'dinavigasi', 'saya', 'harus', 'mencari', 'cari', 'informasi', 'dan', 'fitur', 'yang', 'saya', 'butuhkan', 'namun', 'ada', 'hal', 'yang', 'baik', 'tentang', 'portal', 'akademik', 'seperti', 'akses', 'informasi', 'yang', 'mudah', 'portal', 'akademik', 'menyediakan', 'akses', 'informasi', 'yang', 'mudah', 'tentang', 'nilai', 'jadwal', 'kuliah', 'dan', 'informasi', 'lainnya']","['pengalaman', 'menggunakan', 'portal', 'akademik', 'web', 'buruk', 'alasannya', 'desain', 'tidak', 'user', 'friendly', 'portal', 'akademik', 'memiliki', 'desain', 'tidak', 'intuitif', 'sulit', 'dinavigasi', 'mencari', 'cari', 'informasi', 'fitur', 'butuhkan', 'ada', 'hal', 'baik', 'portal', 'akademik', 'akses', 'informasi', 'mudah', 'portal', 'akademik', 'menyediakan', 'akses', 'informasi', 'mudah', 'nilai', 'jadwal', 'kuliah', 'informasi', 'lainnya']","['pengalaman', 'menggunakan', 'portal', 'akademik', 'web', 'buruk', 'alasannya', 'desain', 'tidak', 'user', 'friendly', 'portal', 'akademik', 'memiliki', 'desain', 'tidak', 'intuitif', 'sulit', 'dinavigasi', 'mencari', 'cari', 'informasi', 'fitur', 'butuhkan', 'ada', 'hal', 'baik', 'portal', 'akademik', 'akses', 'informasi', 'mudah', 'portal', 'akademik', 'menyediakan', 'akses', 'informasi', 'mudah', 'nilai', 'jadwal', 'kuliah', 'informasi', 'lainnya']",pengalaman menggunakan portal akademik web buruk alasannya desain tidak user friendly portal akademik memiliki desain tidak intuitif sulit dinavigasi mencari cari informasi fitur butuhkan ada hal baik portal akademik akses informasi mudah portal akademik menyediakan akses informasi mudah nilai jadwal kuliah informasi lainnya,nan,0.9965377882094071
012-03,08/01/2026 22:49:57,WiFi Kampus,"Pengalaman saya menggunakan Portal Akademik (WEB) adalah buruk. Alasannya adalah Desain yang tidak user-friendlyPortal Akademik memiliki desain yang tidak intuitif dan sulit dinavigasi. Saya harus mencari-cari informasi dan fitur yang saya butuhkan.

Namun, ada beberapa hal yang baik tentang Portal Akademik, seperti Akses informasi yang mudah : Portal Akademik menyediakan akses informasi yang mudah tentang nilai, jadwal kuliah, dan informasi lainnya.",12,3,,pengalaman saya menggunakan portal akademik web adalah buruk alasannya adalah desain yang tidak user friendlyportal akademik memiliki desain yang tidak intuitif dan sulit dinavigasi saya harus mencari cari informasi dan fitur yang saya butuhkan namun ada beberapa hal yang baik tentang portal akademik seperti akses informasi yang mudah portal akademik menyediakan akses informasi yang mudah tentang nilai jadwal kuliah dan informasi lainnya,"['pengalaman', 'saya', 'menggunakan', 'portal', 'akademik', 'web', 'adalah', 'buruk', 'alasannya', 'adalah', 'desain', 'yang', 'tidak', 'user', 'friendlyportal', 'akademik', 'memiliki', 'desain', 'yang', 'tidak', 'intuitif', 'dan', 'sulit', 'dinavigasi', 'saya', 'harus', 'mencari', 'cari', 'informasi', 'dan', 'fitur', 'yang', 'saya', 'butuhkan', 'namun', 'ada', 'beberapa', 'hal', 'yang', 'baik', 'tentang', 'portal', 'akademik', 'seperti', 'akses', 'informasi', 'yang', 'mudah', 'portal', 'akademik', 'menyediakan', 'akses', 'informasi', 'yang', 'mudah', 'tentang', 'nilai', 'jadwal', 'kuliah', 'dan', 'informasi', 'lainnya']","['pengalaman', 'menggunakan', 'portal', 'akademik', 'web', 'buruk', 'alasannya', 'desain', 'tidak', 'user', 'friendlyportal', 'akademik', 'memiliki', 'desain', 'tidak', 'intuitif', 'sulit', 'dinavigasi', 'mencari', 'cari', 'informasi', 'fitur', 'butuhkan', 'ada', 'hal', 'baik', 'portal', 'akademik', 'akses', 'informasi', 'mudah', 'portal', 'akademik', 'menyediakan', 'akses', 'informasi', 'mudah', 'nilai', 'jadwal', 'kuliah', 'informasi', 'lainnya']","['pengalaman', 'menggunakan', 'portal', 'akademik', 'web', 'buruk', 'alasannya', 'desain', 'tidak', 'user', 'friendlyportal', 'akademik', 'memiliki', 'desain', 'tidak', 'intuitif', 'sulit', 'dinavigasi', 'mencari', 'cari', 'informasi', 'fitur', 'butuhkan', 'ada', 'hal', 'baik', 'portal', 'akademik', 'akses', 'informasi', 'mudah', 'portal', 'akademik', 'menyediakan', 'akses', 'informasi', 'mudah', 'nilai', 'jadwal', 'kuliah', 'informasi', 'lainnya']",pengalaman menggunakan portal akademik web buruk alasannya desain tidak user friendlyportal akademik memiliki desain tidak intuitif sulit dinavigasi mencari cari informasi fitur butuhkan ada hal baik portal akademik akses informasi mudah portal akademik menyediakan akses informasi mudah nilai jadwal kuliah informasi lainnya,nan,0.9965041742939444
